Season,Name,Team,G,PA,wOBA,wRCplus,BsR,Off,Def,WAR,Age,playerid
1964,Mike Hegan,Yankees,5,6,0.115,-30,0,-0.9,0.9,0,21,1005583
1963,Mike Hershberger,White Sox,135,526,0.315,102,0.9,1.9,0.2,1.7,23,1005740
1961,Mike Hershberger,White Sox,15,58,0.314,89,-0.2,-1,-0.2,0.1,21,1005740
1962,Mike Hershberger,White Sox,148,474,0.301,83,-0.4,-10.6,2.1,0.5,22,1005740
1898,Mike Heydon,Orioles,3,12,0.276,63,-0.1,-0.7,0.1,0,23,1005761
1873,Mike Hooper,Marylands,3,14,0.225,64,0,-1.1,-1.1,-0.1,23,1006003
1981,Mike Howard,Mets,14,30,0.238,47,0.4,-1.4,-2.3,-0.3,23,1006087
1971,Mike Ivie,Padres,6,19,0.446,188,0,1.8,-0.7,0.2,18,1006284
1976,Mike Ivie,Padres,140,446,0.343,119,-1.1,8.1,-4.4,2,23,1006284
1975,Mike Ivie,Padres,111,411,0.298,86,-0.7,-7.4,-5.6,0,22,1006284
1974,Mike Ivie,Padres,12,36,0.152,-9,0,-4.4,-1.5,-0.5,21,1006284
1987,Mike Jackson,Phillies,55,21,0.139,-29,0,-3.4,2.3,0,22,732
1998,Mike Johnson,Expos,2,3,0.299,77,0,-0.1,0.3,0,22,1006487
1999,Mike Johnson,Expos,3,4,0.225,22,0,-0.4,0.5,0,23,1006487
1997,Mike Johnson,Expos,11,15,0.069,-76,0,-3.3,1.7,-0.1,21,1006487
1972,Mike Jorgensen,Expos,113,438,0.327,102,-2.1,-0.9,-5.1,1,23,1006622
1971,Mike Jorgensen,Mets,45,132,0.311,96,-0.5,-1.2,-4.6,-0.1,22,1006622
1970,Mike Jorgensen,Mets,76,98,0.285,71,-0.4,-3.9,1.9,0.1,21,1006622
1968,Mike Jorgensen,Mets,8,14,0.161,3,0,-1.3,-0.2,-0.1,19,1006622
1962,Mike Joyce,White Sox,25,7,0.388,138,0,0.3,0.6,0.1,21,1006636
1963,Mike Joyce,White Sox,6,1,0,-100,0,-0.2,0.1,0,22,1006636
1997,Mike Judd,Dodgers,1,1,0,-100,0,-0.3,0.1,0,22,1006639
1998,Mike Judd,Dodgers,7,1,0,-100,0,-0.3,0.1,0,23,1006639
1895,Mike Kahoe,Reds,3,4,0,-100,0,-1.4,0.1,-0.1,21,1006668
1968,Mike Kekich,Dodgers,25,40,0.09,-40,0,-5.5,2.6,-0.2,23,1006764
1965,Mike Kekich,Dodgers,5,3,0,-99,0,-0.7,0.2,0,20,1006764
1899,Mike Kelley,Colonels,76,314,0.309,77,-0.1,-10.7,1,0.3,23,1006778
1926,Mike Kelly,Phillies,4,3,0,-100,0,-0.9,0.2,-0.1,23,1006808
1891,Mike Kilroy,Phillies,3,6,0.453,162,-0.1,0.5,0.3,0.1,21,1006911
1888,Mike Kilroy,Orioles,1,4,0,-58,0,-0.9,0.2,-0.1,18,1006911
1920,Mike Kircher,Cardinals,9,11,0.258,53,0,-0.5,0.4,0,22,1006965
1919,Mike Kircher,Athletics,2,3,0,-100,0,-0.7,0.1,-0.1,21,1006965
1909,Mike Konnick,Reds,2,6,0.481,201,0,0.6,0.1,0.1,20,1007096
1910,Mike Konnick,Reds,1,4,0.185,14,0,-0.4,0.1,0,21,1007096
1931,Mike Kreevich,Cubs,5,12,0.156,-18,0.2,-1.6,-0.1,-0.1,23,1007151
1979,Mike LaCoss,Reds,35,78,0.146,-21,0,-11.1,7,-0.1,23,1007240
1978,Mike LaCoss,Reds,17,36,0.074,-68,0,-6.7,2.9,-0.3,22,1007240
1982,Mike Laga,Tigers,27,92,0.335,106,0.2,0.9,-1.9,0.2,22,1007253
1983,Mike Laga,Tigers,12,22,0.197,16,0,-2.2,-0.7,-0.2,23,1007253
1984,Mike LaValliere,Phillies,6,9,0.157,-11,0,-1.1,1.2,0,23,1007387
2010,Mike Leake,Reds,28,60,0.351,114,-0.1,0.9,6,0.9,22,10130
2011,Mike Leake,Reds,38,66,0.201,17,0,-6.4,6.1,0.2,23,10130
1963,Mike Lee,Angels,6,7,0,-100,0,-1.6,0.5,-0.1,22,1007462
1994,Mike Lieberthal,Phillies,24,84,0.296,74,0,-2.8,-1.7,-0.2,22,959
1995,Mike Lieberthal,Phillies,16,54,0.291,71,0,-2,-1.2,-0.1,23,959
1912,Mike Loan,Phillies,1,2,0.48,170,0,0.2,0,0,17,1007682
1969,Mike Lum,Braves,121,187,0.295,79,0.1,-4.4,6.3,0.8,23,1007831
1968,Mike Lum,Braves,122,256,0.271,78,-1,-6.6,0.9,0.2,22,1007831
1967,Mike Lum,Braves,9,27,0.226,43,-0.3,-2,0,-0.1,21,1007831
1987,Mike Macfarlane,Royals,8,21,0.255,50,0,-1.3,0.4,0,23,1007905
1897,Mike Mahoney,Beaneaters,2,2,0.48,162,0,0.2,0,0,23,1007995
1879,Mike Mansell,Stars,67,247,0.224,77,0,-8.1,7.9,0.8,21,1008078
1880,Mike Mansell,Reds,53,191,0.221,72,0,-7,2.7,0.3,22,1008078
1983,Mike Marshall,Dodgers,140,518,0.348,121,0.1,12.6,-13.9,1.6,23,1008145
1982,Mike Marshall,Dodgers,49,110,0.342,119,0.4,2.7,-1.2,0.5,22,1008145
1981,Mike Marshall,Dodgers,14,27,0.269,68,0,-0.9,-1.1,-0.1,21,1008145
1917,Mike Massey,Braves,31,114,0.271,73,-0.3,-3.4,-2,-0.2,23,1008225
1994,Mike Matheny,Brewers,28,59,0.286,65,-0.4,-3.2,0,-0.1,23,1169
1940,Mike McCormick,Reds,110,453,0.314,88,1.4,-5.2,5.2,1.4,23,1008419
1957,Mike McCormick,Giants,24,24,0.235,39,0,-1.8,1.7,0.1,18,1008420
1958,Mike McCormick,Giants,42,59,0.225,33,0,-4.9,4.1,0.1,19,1008420
1961,Mike McCormick,Giants,40,89,0.204,21,0,-8.9,6.8,0.1,22,1008420
1960,Mike McCormick,Giants,40,95,0.194,17,0,-9.3,6.8,0.1,21,1008420
1962,Mike McCormick,Giants,29,30,0.177,5,0,-3.6,2.4,0,23,1008420
1959,Mike McCormick,Giants,47,82,0.134,-22,-0.4,-13,6.2,-0.4,20,1008420
1956,Mike McCormick,Giants,3,1,0,-100,0,-0.3,0.1,0,17,1008420
1917,Mike McNally,Red Sox,42,63,0.344,118,0.2,1.4,3,0.7,23,1008656
1916,Mike McNally,Red Sox,87,151,0.202,26,1.4,-10.3,1.8,-0.5,22,1008656
1915,Mike McNally,Red Sox,23,56,0.192,17,-0.7,-5.8,-0.4,-0.5,21,1008656
1974,Mike McQueen,Reds,10,1,0.922,491,0,0.4,0.1,0.1,23,1008680
1970,Mike McQueen,Braves,22,21,0.33,95,0,-0.1,1.7,0.2,19,1008680
1971,Mike McQueen,Braves,17,21,0.214,23,0,-1.8,1.5,0,20,1008680
1972,Mike McQueen,Braves,23,23,0.079,-62,0,-4.1,1.5,-0.2,21,1008680
1979,Mike Mendoza,Astros,2,0,0, ,0,0,0,0,23,1008762
1917,Mike Menosky,Senators,114,382,0.356,123,2.1,11.2,1.4,2.7,22,1008767
1914,Mike Menosky,Rebels,68,164,0.345,104,0.4,1.2,-3,0.4,19,1008767
1916,Mike Menosky,Senators,11,40,0.205,26,0.1,-3,-0.2,-0.2,21,1008767
1915,Mike Menosky,Rebels,17,24,0.173,5,0.4,-2.2,-0.4,-0.2,20,1008767
1975,Mike Miley,Angels,70,250,0.23,42,-0.4,-16.5,-5.7,-1.5,22,1008864
1976,Mike Miley,Angels,14,44,0.225,42,0.2,-2.5,1.8,0.1,23,1008864
2011,Mike Minor,Braves,15,32,0.184,8,0,-3.4,3,0.1,23,10021
2010,Mike Minor,Braves,9,11,0.064,-75,0,-2.3,1.1,-0.1,22,10021
1945,Mike Modak,Reds,20,10,0.095,-47,0,-1.8,0.5,-0.1,23,1009020
1890,Mike Morrison,- - -,38,136,0.291,81,-0.5,-4.5,-1.4,-0.1,23,1009221
1887,Mike Morrison,Blues,41,153,0.243,51,-1,-13.8,-0.2,-0.5,20,1009221
1888,Mike Morrison,Blues,4,17,0.222,59,-0.2,-1.2,0.7,0,21,1009221
2012,Mike Moustakas,Royals,149,614,0.305,90,1.7,-5.5,18,3.4,23,4892
2011,Mike Moustakas,Royals,89,365,0.3,84,-1.4,-8.4,-1.1,0.2,22,4892
1906,Mike Mowrey,Reds,21,58,0.37,128,-0.1,1.6,0.5,0.5,22,1009271
1907,Mike Mowrey,Reds,138,506,0.311,94,-1.1,-4.2,-0.4,1.4,23,1009271
1905,Mike Mowrey,Reds,7,31,0.285,71,-0.2,-1.3,-0.8,-0.1,21,1009271
1912,Mike Murphy,Cardinals,1,1,0,-99,0,-0.3,0,0,23,1009371
1970,Mike Nagy,Red Sox,23,46,0.253,47,0,-2.9,3.7,0.2,22,1009439
1969,Mike Nagy,Red Sox,34,76,0.138,-27,0.2,-10.9,5.8,-0.3,21,1009439
1971,Mike Nagy,Red Sox,12,12,0.11,-45,0,-1.9,0.8,-0.1,23,1009439
1940,Mike Naymick,Indians,13,7,0.236,38,0,-0.6,0.5,0,22,1009471
1939,Mike Naymick,Indians,2,3,0,-100,0,-0.9,0.2,-0.1,21,1009471
1977,Mike Norris,Athletics,17,1,0,-100,0,-0.3,0.1,0,22,1009637
1901,Mike O'Neill,Cardinals,6,19,0.46,178,-0.3,1.7,0.9,0.3,23,1009816
2012,Mike Olt,Rangers,16,40,0.206,17,-0.4,-4.3,-2.2,-0.5,23,10698
1948,Mike Palm,Red Sox,3,3,0,-100,0,-0.9,0.2,-0.1,23,1009976
1919,Mike Pasquella,- - -,2,2,0.475,213,0,0.2,0,0,20,1010045
1981,Mike Patterson,- - -,16,34,0.382,149,-0.4,1.4,-1.5,0.1,23,1010068
1968,Mike Paul,Indians,36,26,0.172,9,0,-2.3,1.7,0,23,1010082
1984,Mike Payne,Braves,3,1,0,-100,0,-0.3,0.1,0,22,1010095
2007,Mike Pelfrey,Mets,15,22,0.13,-32,0,-3.8,2.4,-0.1,23,5203
2006,Mike Pelfrey,Mets,4,9,0,-100,0,-2.6,1.1,-0.1,22,5203
1973,Mike Phillips,Giants,63,112,0.3,81,-1.1,-3.6,-2.7,-0.3,22,1010296
1974,Mike Phillips,Giants,100,301,0.246,45,-1.1,-20,2.4,-0.9,23,1010296
1992,Mike Piazza,Dodgers,21,74,0.279,76,0,-1.9,0,0,23,893
2002,Mike Restovich,Twins,8,14,0.386,136,-0.8,-0.2,-1.2,-0.1,23,751
1980,Mike Richardt,Rangers,22,72,0.223,35,0,-5.6,-0.5,-0.4,22,1010916
1964,Mike Ryan,Red Sox,1,4,0.298,80,0,-0.1,0,0,22,1011347
1965,Mike Ryan,Red Sox,33,114,0.2,17,0,-10.7,1.8,-0.6,23,1011347
1973,Mike Schmidt,Phillies,132,443,0.322,95,1,-1.5,7.5,2.1,23,1011586
1972,Mike Schmidt,Phillies,13,40,0.299,84,0,-0.7,0.2,0.1,22,1011586
1981,Mike Scioscia,Dodgers,93,335,0.311,97,-0.7,-1.8,8.2,1.9,22,1011667
1980,Mike Scioscia,Dodgers,54,152,0.289,82,0.2,-3,2.6,0.5,21,1011667
1982,Mike Scioscia,Dodgers,129,419,0.267,67,0.4,-15.1,5.5,0.5,23,1011667
1963,Mike Shannon,Cardinals,32,28,0.34,113,-0.4,0,1.5,0.3,23,1011797
1962,Mike Shannon,Cardinals,10,16,0.158,-18,0,-2.4,1.8,0,22,1011797
1887,Mike Shea,Red Stockings,2,9,0.296,77,-0.2,-0.5,0.6,0,20,1011834
1990,Mike Simms,Astros,12,13,0.404,156,0,0.8,-0.1,0.1,23,1011987
1890,Mike Slattery,Giants,97,440,0.376,102,-1,0.3,-8.5,1,23,1012056
1889,Mike Slattery,Giants,12,52,0.353,106,-0.2,0.3,-0.7,0.2,22,1012056
1888,Mike Slattery,Giants,103,405,0.276,92,0.3,-4.3,-1.2,1,21,1012056
1884,Mike Slattery,Reds,106,417,0.207,65,0,-20.9,-0.7,0.1,17,1012056
1926,Mike Smith,Giants,4,7,0.135,-33,0,-1.2,0,-0.1,21,1012179
1984,Mike Smith,Reds,8,1,0,-100,0,-0.2,0.1,0,23,1012182
1975,Mike Squires,White Sox,20,74,0.252,50,0.2,-3.9,-3.1,-0.5,23,1012371
1986,Mike Stanley,Rangers,15,33,0.408,151,0.2,2.2,-1.2,0.2,23,1012416
1975,Mike Stanton,Astros,7,4,0.231,42,0,-0.3,0.3,0,22,1012421
1970,Mike Strahler,Dodgers,6,8,0.227,39,0,-0.6,0.6,0,23,1012591
1890,Mike Sullivan,Colts,12,42,0.162,-1,-0.2,-6.7,2.1,-0.3,23,1012708
1889,Mike Sullivan,Nationals,9,21,0.121,-11,-0.1,-3.9,1.4,-0.1,22,1012708
1996,Mike Sweeney,Royals,50,190,0.343,96,-0.8,-1.9,0.2,0.5,22,634
1997,Mike Sweeney,Royals,84,266,0.3,74,-0.2,-8.9,7.7,0.8,23,634
1995,Mike Sweeney,Royals,4,4,0.226,25,0,-0.4,0,0,21,634
1971,Mike Thompson,Senators,16,20,0.198,22,0,-1.7,1.4,0,21,1013020
1973,Mike Thompson,Cardinals,2,1,0,-100,0,-0.2,0.1,0,23,1013020
1997,Mike Thurman,Expos,5,3,0.45,174,0,0.3,0.3,0.1,23,852
1889,Mike Tiernan,Giants,122,600,0.446,153,-2.5,49.5,-4.5,5.9,22,1013062
1890,Mike Tiernan,Giants,133,626,0.412,143,4.2,45,-11.6,4.5,23,1013062
1888,Mike Tiernan,Giants,113,492,0.372,143,2.5,31.5,1,5,21,1013062
1887,Mike Tiernan,Giants,103,442,0.363,117,-1.2,11.6,-6.9,1.7,20,1013062
1970,Mike Torrez,Cardinals,30,66,0.276,64,0,-3,5.3,0.5,23,1013134
1968,Mike Torrez,Cardinals,5,7,0.259,71,0,-0.2,0.5,0.1,21,1013134
1969,Mike Torrez,Cardinals,24,46,0.092,-51,0,-7.9,3.5,-0.3,22,1013134
1967,Mike Torrez,Cardinals,3,1,0,-100,0,-0.2,0.1,0,20,1013134
2013,Mike Trout,Angels,157,716,0.423,176,7.8,70.1,3.3,10.5,21,10155
2015,Mike Trout,Angels,159,682,0.415,172,3.3,60.4,2.1,9,23,10155
2012,Mike Trout,Angels,139,639,0.409,167,14.1,64.2,13,10.3,20,10155
2014,Mike Trout,Angels,157,705,0.402,167,6.5,58.6,-8.4,8,22,10155
2011,Mike Trout,Angels,40,135,0.296,87,1.8,-0.2,2.4,0.7,19,10155
1973,Mike Tyson,Cardinals,144,506,0.256,54,-1.4,-28.1,3.7,-0.9,23,1013258
1972,Mike Tyson,Cardinals,13,38,0.198,20,-0.3,-3.7,1.3,-0.1,22,1013258
1975,Mike Vail,Mets,38,171,0.345,115,0,2.9,5.2,1.4,23,1013309
1973,Mike Wallace,Phillies,20,5,0.142,-24,0,-0.7,0.4,0,22,1013553
1969,Mike Wegener,Expos,32,58,0.236,41,0,-3.9,4.4,0.3,22,1013726
1970,Mike Wegener,Expos,25,35,0.107,-43,0,-6.2,2.8,-0.2,23,1013726
1992,Mike Williams,Phillies,5,11,0.365,132,0,0.4,1,0.2,23,1014
1983,Mike Young,Orioles,25,43,0.233,41,0.2,-2.8,-0.9,-0.2,23,1014386
1982,Mike Young,Orioles,6,2,0,-100,0,-0.5,-0.2,-0.1,22,1014386
2014,Mike Zunino,Mariners,131,476,0.29,87,-1.3,-8,8.9,1.8,23,13265
2013,Mike Zunino,Mariners,52,193,0.28,77,1.2,-3.8,-1.8,0.1,22,13265
2012,Miles Mikolas,Padres,25,3,0,-100,0,-0.7,0.3,0,23,9803
1914,Milo Allison,Cubs,1,1,0.96,499,0,0.4,0,0.1,23,1000170
1913,Milo Allison,Cubs,2,6,0.319,89,0.1,0.1,0,0,22,1000170
1909,Milo Netzel,Naps,10,40,0.236,51,0,-2,0.1,-0.1,23,1009520
1933,Milt Bocek,White Sox,11,26,0.462,164,0,2.2,-0.2,0.3,20,1001105
1934,Milt Bocek,White Sox,19,43,0.268,47,0,-3.2,0.6,-0.1,21,1001105
1954,Milt Bolling,Red Sox,113,437,0.328,88,-0.9,-7.2,12.7,1.9,23,1001149
1953,Milt Bolling,Red Sox,109,362,0.31,72,-1.2,-13.7,6.7,0.5,22,1001149
1952,Milt Bolling,Red Sox,11,39,0.289,63,-0.4,-2.1,1.7,0.1,21,1001149
1991,Milt Cuyler,Tigers,154,546,0.311,90,4.2,-2.4,17.1,3.3,22,1002915
1990,Milt Cuyler,Tigers,19,59,0.303,87,-0.6,-1.5,1.2,0.2,21,1002915
1992,Milt Cuyler,Tigers,89,313,0.271,64,-0.4,-13,-1.8,-0.5,23,1002915
1937,Milt Gray,Senators,2,6,0,-100,0,-1.8,0.1,-0.1,23,1004975
1970,Milt May,Pirates,5,5,0.589,260,0,1,0,0.1,19,1008304
1974,Milt May,Astros,127,453,0.339,112,-0.3,5.8,9.6,3.2,23,1008304
1971,Milt May,Pirates,49,137,0.332,110,0,1.6,5.8,1.3,20,1008304
1973,Milt May,Pirates,101,322,0.321,100,-0.2,-0.3,0.6,1.1,22,1008304
1972,Milt May,Pirates,57,151,0.305,92,0,-1.2,6,1.1,21,1008304
1961,Milt Pappas,Orioles,26,70,0.185,10,0,-7.9,5.4,0,22,1009989
1958,Milt Pappas,Orioles,32,45,0.176,4,0,-5,3.1,0,19,1009989
1962,Milt Pappas,Orioles,35,75,0.157,-8,0,-10.1,6.1,-0.2,23,1009989
1959,Milt Pappas,Orioles,33,81,0.138,-19,0,-11.5,6.1,-0.3,20,1009989
1960,Milt Pappas,Orioles,30,79,0.091,-47,0,-14.3,5.7,-0.7,21,1009989
1957,Milt Pappas,Orioles,4,1,0,-100,0,-0.2,0.1,0,18,1009989
1971,Milt Ramirez,Cardinals,4,13,0.318,99,0,0,-0.8,0,21,1010671
1970,Milt Ramirez,Cardinals,62,87,0.234,37,-0.4,-7.2,-1.3,-0.6,20,1010671
1913,Milt Reed,Phillies,13,26,0.276,59,0,-1.2,0.6,0,22,1010772
1914,Milt Reed,Phillies,44,123,0.262,56,0.5,-5.4,-1.6,-0.4,23,1010772
1911,Milt Reed,Cardinals,1,1,0,-100,0,-0.3,0,0,20,1010772
1882,Milt Scott,White Stockings,1,5,0.367,140,0,0.3,0,0,21,1011689
1884,Milt Scott,Wolverines,110,447,0.269,89,0,-7.9,2,1,23,1011689
1929,Milt Shoffner,Indians,11,15,0,-100,0,-4.6,1.1,-0.3,23,1011920
1917,Milt Stock,Phillies,150,644,0.33,103,1.6,3.7,2.2,3.1,23,1012551
1914,Milt Stock,Giants,115,414,0.329,104,0.9,2.5,14.5,3.1,20,1012551
1916,Milt Stock,Phillies,132,550,0.328,104,-6.2,-4,5.5,2.2,22,1012551
1915,Milt Stock,Phillies,69,254,0.321,96,0.3,-0.8,3.9,1.3,21,1012551
1913,Milt Stock,Giants,7,19,0.251,50,0.3,-0.8,-0.6,-0.1,19,1012551
1945,Milt Welch,Tigers,1,2,0,-100,0,-0.5,0,0,20,1013758
1972,Milt Wilcox,Indians,32,51,0.222,35,0,-3.3,3.4,0.2,22,1013939
1970,Milt Wilcox,Reds,5,6,0.182,9,0,-0.7,0.5,0,20,1013939
1971,Milt Wilcox,Reds,18,9,0,-100,0,-2.1,0.6,-0.1,21,1013939
2000,Milton Bradley,Expos,42,172,0.276,55,0,-10.5,-3.4,-0.8,22,369
2001,Milton Bradley,- - -,77,262,0.276,58,-0.6,-15,5.2,-0.1,23,369
1949,Minnie Minoso,Indians,9,20,0.353,102,-0.4,-0.4,-0.3,0,23,1008984
1991,Mo Vaughn,Red Sox,74,251,0.32,92,0,-2.3,-7.2,-0.1,23,899
1923,Moe Berg,Robins,49,138,0.204,9,0.4,-16,-0.1,-1.1,21,1000880
1956,Moe Drabowsky,Cubs,9,18,0.227,31,0,-1.5,1.2,0,20,1003474
1957,Moe Drabowsky,Cubs,36,92,0.222,30,0.1,-7.8,6.6,0.2,21,1003474
1958,Moe Drabowsky,Cubs,22,48,0.149,-18,0,-7,3.3,-0.2,22,1003474
1959,Moe Drabowsky,Cubs,31,47,0.134,-24,0,-7.4,3.5,-0.2,23,1003474
1990,Moises Alou,- - -,16,21,0.219,31,0,-1.7,-1.2,-0.2,23,261
2012,Moises Sierra,Blue Jays,49,157,0.285,74,-0.3,-5.2,-5.6,-0.6,23,6050
1917,Molly Craft,Senators,8,2,0.481,202,0,0.2,0.1,0,21,1002719
1916,Molly Craft,Senators,3,5,0.145,-12,0,-0.6,0,-0.1,20,1002719
1919,Molly Craft,Senators,16,19,0.106,-38,0,-3.1,0.8,-0.2,23,1002719
1918,Molly Craft,Senators,3,2,0,-100,0,-0.4,0.1,0,22,1002719
1923,Monroe Mitchell,Senators,10,14,0.309,75,0,-0.4,0.8,0.1,21,1009008
1892,Monte Cross,Orioles,15,54,0.2,31,0,-5.2,-0.1,-0.3,22,1002810
1895,Monte McFarland,Colts,2,8,0.137,-27,0,-1.8,0.2,-0.1,22,1008494
1896,Monte McFarland,Colts,4,13,0,-99,0,-4.2,0.5,-0.3,23,1008494
1913,Monte Peffer,Athletics,1,4,0.193,17,0,-0.4,0.1,0,21,1010128
1907,Monte Pfyl,Giants,1,1,0,-95,0,-0.2,0,0,21,1010270
1991,Monty Fariss,Rangers,19,38,0.364,127,0,1.2,0.4,0.3,23,1003930
1935,Monty Stratton,White Sox,5,15,0.159,-18,0,-2.5,0.9,-0.1,23,1012602
1934,Monty Stratton,White Sox,1,2,0,-100,0,-0.6,0.1,0,22,1012602
1920,Monty Swartz,Reds,1,4,0.472,200,0,0.5,0.2,0.1,23,1012767
2014,Mookie Betts,Red Sox,52,213,0.361,129,2.5,9.3,0.6,1.8,21,13611
2015,Mookie Betts,Red Sox,145,654,0.351,119,8.3,22.5,1.3,4.8,22,13611
1977,Moose Haas,Brewers,34,0,0, ,0,0,-0.1,0,21,1005172
1904,Moose McCormick,- - -,125,480,0.344,118,0.8,10.2,-7.7,2.2,23,1008421
1890,Morgan Murphy,Reds,68,272,0.301,71,0.6,-13.4,5.1,0.5,23,1009372
1939,Morrie Aderholt,Senators,7,27,0.27,50,-0.4,-2.3,-1.8,-0.3,23,1000071
1909,Morrie Rath,Athletics,7,31,0.356,130,-0.1,0.8,-1.7,0,22,1010709
1910,Morrie Rath,- - -,42,112,0.267,67,-0.4,-4.1,1.1,0,23,1010709
1962,Morrie Steevens,Cubs,12,1,0,-100,0,-0.3,0.1,0,21,1012458
1974,Morris Nettles,Angels,56,193,0.3,94,-0.1,-1.5,-3.9,0.1,22,1009519
1975,Morris Nettles,Angels,112,325,0.266,66,-1.4,-13.6,-1.3,-0.5,23,1009519
1934,Mort Flohr,Athletics,15,12,0.311,70,0,-0.5,0.8,0.1,22,1004164
1923,Mose Solomon,Giants,2,8,0.401,130,0,0.3,-0.1,0.1,22,1012269
1887,Mother Watson,Red Stockings,2,10,0.252,54,-0.2,-1,0,0,22,1013681
1884,Mox McQuery,Outlaw Reds,35,140,0.316,119,0,3.7,2,1.2,23,1008681
1916,Moxie Divis,Athletics,3,6,0.16,-4,0,-0.7,0,-0.1,22,1003330
1905,Moxie Manuel,Senators,3,4,0.24,59,0,-0.2,0.2,0,23,1008087
1959,Mudcat Grant,Indians,42,58,0.22,33,0,-4.7,4.4,0.1,23,1004952
1958,Mudcat Grant,Indians,54,72,0.104,-47,0,-12.3,5,-0.5,22,1004952
1918,Muddy Ruel,Yankees,3,8,0.425,161,0.1,0.6,0.1,0.1,22,1011290
1919,Muddy Ruel,Yankees,79,273,0.303,76,-0.8,-8.5,2.4,0.4,23,1011290
1915,Muddy Ruel,Browns,10,19,0.193,19,0,-1.7,0.2,-0.1,19,1011290
1917,Muddy Ruel,Yankees,6,20,0.178,8,0.1,-1.8,0.2,-0.1,21,1011290
1926,Mul Holland,Reds,3,2,0.471,181,0,0.2,0.1,0,23,1005951
1925,Mule Haas,Pirates,4,3,0,-100,0,-0.9,-0.1,-0.1,21,1005173
1924,Mule Shirley,Senators,30,87,0.267,47,0.2,-6.1,-0.1,-0.3,23,1011912
1918,Mule Watson,Athletics,21,49,0.146,-16,-0.1,-6.1,0,-0.5,21,1013682
1920,Mule Watson,- - -,18,29,0.128,-31,0,-4.2,1.1,-0.2,23,1013682
1919,Mule Watson,Athletics,4,6,0,-100,0,-1.4,0.3,-0.1,22,1013682
1916,Murphy Currie,Cardinals,6,4,0.181,9,0,-0.4,0.2,0,22,1002891
1950,Murray Wall,Braves,1,1,0,-100,0,-0.3,0.1,0,23,1013562
1939,Murry Dickson,Cardinals,1,1,0,-100,0,-0.3,0.1,0,22,1003282
1913,Mutt Williams,Senators,3,2,0.479,192,0.2,0.4,0.1,0.1,20,1014026
1920,Mutt Wilson,Tigers,3,5,0.236,31,0,-0.4,0.2,0,23,1014097
1931,Myril Hoag,Yankees,44,29,0.18,2,0,-3.8,-4.9,-0.8,23,1005865
1978,Myron White,Dodgers,7,5,0.456,193,-0.4,0.1,-0.1,0,20,1013889
1942,Nanny Fernandez,Braves,145,620,0.31,90,2.7,-4.2,-2.8,1.1,23,1003999
1897,Nap Lajoie,Phillies,127,577,0.435,142,-0.5,37.4,1.9,5.2,22,1007259
1896,Nap Lajoie,Phillies,39,178,0.388,116,0.2,4.7,-2,0.8,21,1007259
1898,Nap Lajoie,Phillies,147,641,0.386,126,1.5,24.6,-9.3,3.6,23,1007259
1943,Nap Reyes,Giants,40,135,0.292,72,0.3,-3.8,-5.6,-0.6,23,1010859
1908,Nap Rucker,Superbas,42,119,0.185,27,-0.3,-9,4.3,-0.2,23,1011281
1907,Nap Rucker,Superbas,37,103,0.181,20,-0.4,-9,4.2,-0.2,22,1011281
1937,Nate Andrews,Cardinals,4,1,0.741,361,0,0.3,0.1,0,23,1000259
1969,Nate Colbert,Padres,139,532,0.357,126,-0.2,15.6,-9.7,2.6,23,1002407
1968,Nate Colbert,Astros,20,56,0.152,-1,-0.1,-5.7,-3.6,-0.9,22,1002407
1966,Nate Colbert,Astros,19,7,0,-100,0,-1.7,0,-0.2,20,1002407
2003,Nate Cornejo,Tigers,32,5,0,-100,0,-1.4,0.5,-0.1,23,462
2005,Nate McLouth,Pirates,41,120,0.326,97,1.9,1.4,-1,0.4,23,3190
1963,Nate Oliver,Dodgers,65,178,0.275,84,-0.8,-3.9,-2.9,-0.1,22,1009779
1964,Nate Oliver,Dodgers,99,357,0.261,71,0,-11.6,-2.7,-0.2,23,1009779
2000,Nate Rolison,Marlins,8,16,0.101,-53,0,-3.3,-0.2,-0.3,23,1011158
2007,Nate Schierholtz,Giants,39,117,0.312,82,1.4,-1.3,-1.3,0.1,23,6201
2011,Nathan Eovaldi,Dodgers,10,12,0.132,-24,0,-1.7,1.1,0,21,9132
2012,Nathan Eovaldi,- - -,22,36,0.101,-46,0,-6.3,3.8,-0.1,22,9132
2013,Nathan Eovaldi,Marlins,18,35,0.077,-67,0,-6.6,3.5,-0.2,23,9132
1927,Neal Baker,Athletics,5,6,0.157,-22,0,-1,0.4,0,23,1000463
1917,Neal Brady,Yankees,2,2,0.481,200,0,0.2,0.1,0,20,1001329
1915,Neal Brady,Yankees,2,4,0,-100,0,-0.9,0.2,-0.1,18,1001329
1952,Neal Hertweck,Cardinals,2,7,0.103,-49,0,-1.2,-0.1,-0.1,20,1005743
1940,Neb Stewart,Phillies,10,32,0.138,-29,0,-5,-0.4,-0.4,22,1012527
1886,Ned Bligh,Orioles,3,10,0.075,-19,0,-1.8,-1.9,-0.3,22,1001073
1909,Ned Crompton,Browns,17,72,0.245,59,-0.2,-3.2,-0.8,-0.2,20,1002789
1910,Ned Crompton,Reds,1,2,0,-93,0,-0.4,0,0,21,1002789
1948,Ned Garver,Browns,46,79,0.331,81,0,-2,5.2,0.6,22,1004556
